time/step,time/epoch,time/steps_per_second,time/dataset,time/env_step,time/processor,time/train_step,lr/actor,train/cpl_loss,train/bc_loss,train/accuracy,time/validation,time/eval,eval/reward,eval/length,eval/success,eval/near_object,eval/grasp_success,eval/grasp_reward,eval/in_place_reward,eval/obj_to_target,eval/unscaled_reward,eval/discount,eval/reward_std,step
27500,687,21.014465371578012,8.630752563476562e-05,9.059906005859375e-06,0.0035958290100097656,0.04191708564758301,0.0001,0.0,0.5829729424715042,0.0,1.3589859008789062e-05,9.697827100753784,145.19883439510227,250.0,0.64,7.8,250.0,142.12606642793747,148.2716023622671,23.318919807536577,1451.9883439510224,1.0,62.25955457560118,27500
30000,750,20.915884583642892,0.13479399681091309,9.059906005859375e-06,0.003833293914794922,0.0417332649230957,0.0001,0.0,0.5780194891691208,0.0,1.1920928955078125e-05,9.713115453720093,129.67266941299528,250.0,0.6,4.96,250.0,125.29964897725138,134.04568984873916,26.38125428579207,1296.7266941299524,1.0,66.27101160326951,30000
32500,812,20.989262643497803,7.939338684082031e-05,9.059906005859375e-06,0.0032606124877929688,0.042032480239868164,0.0001,0.0,0.5756686446666718,0.0,1.5020370483398438e-05,9.762597560882568,114.64401092396395,250.0,0.48,3.2,250.0,114.19632246933446,115.09169937859339,30.542051937004377,1146.4401092396392,1.0,68.48606094834626,32500
35000,875,20.913877588867116,0.13171696662902832,9.059906005859375e-06,0.003928184509277344,0.04170417785644531,0.0001,0.0,0.5755480514168739,0.0,1.3828277587890625e-05,9.644263505935669,108.43538469404652,250.0,0.48,4.68,250.0,107.3802075528654,109.49056183522771,31.055328038597096,1084.3538469404652,1.0,66.75850156516208,35000
37500,937,21.001998730617835,8.058547973632812e-05,9.059906005859375e-06,0.003125429153442383,0.04231858253479004,0.0001,0.0,0.5731477758288384,0.0,1.1444091796875e-05,9.668035745620728,125.52053377000024,250.0,0.64,4.88,250.0,112.67075920504138,138.37030833495908,24.923419506692447,1255.2053377000022,1.0,73.15725069381672,37500
40000,1000,20.88981762538717,0.14746999740600586,9.059906005859375e-06,0.003936290740966797,0.08217620849609375,2e-08,0.003329575777053833,0.5721736845374107,0.0013303571939468383,1.3113021850585938e-05,9.69946002960205,127.93213034135326,250.0,0.72,5.68,250.0,114.718780347929,141.1454803347775,24.674228827775046,1279.3213034135326,1.0,66.91709676328816,40000
42500,1062,20.923006452628485,8.058547973632812e-05,9.059906005859375e-06,0.0031147003173828125,0.04207205772399902,2.5019999999999998e-05,1.3055432559251785,0.8116966418623924,0.8244751982092857,1.1682510375976562e-05,9.601108312606812,144.38054660403978,250.0,0.76,6.68,250.0,133.1741479913734,155.58694521670617,21.91300871700327,1443.8054660403975,1.0,63.97362976092029,42500
45000,1125,20.892647955775672,0.1374359130859375,9.059906005859375e-06,0.003861665725708008,0.04174470901489258,5.002e-05,1.2387053042054177,0.8710591099262237,0.8472559531927109,1.3828277587890625e-05,9.664784669876099,126.83306796326697,250.0,0.6,4.88,250.0,124.98490838931731,128.6812275372166,27.162973754464332,1268.3306796326697,1.0,66.61565582061125,45000
47500,1187,20.944748840926504,9.036064147949219e-05,9.059906005859375e-06,0.003111600875854492,0.04235959053039551,7.502e-05,1.2244944414496421,0.8969331996440888,0.8557499995231629,1.3113021850585938e-05,9.662707805633545,130.9533428863488,250.0,0.64,5.04,250.0,124.91593625153978,136.99074952115782,25.253368092029383,1309.533428863488,1.0,64.35942401768892,47500
50000,1250,20.8539844412112,0.14001703262329102,9.059906005859375e-06,0.003859281539916992,0.041651010513305664,0.0001,1.2264116940498353,0.9202100719213486,0.8601548207998275,1.6450881958007812e-05,9.692784547805786,135.19628746432633,250.0,0.72,6.24,250.0,120.8365606798115,149.55601424884117,23.02621353647786,1351.9628746432634,1.0,67.32413857461775,50000
52500,1312,20.928389101468564,8.869171142578125e-05,9.059906005859375e-06,0.003445148468017578,0.04189753532409668,0.0001,1.2063315603733062,0.9269684302806854,0.8653356945514679,1.5497207641601562e-05,9.706612348556519,142.4506950686877,250.0,0.76,7.28,250.0,136.85513694001713,148.04625319735825,23.389689747028598,1424.506950686877,1.0,58.187368314345065,52500
55000,1375,20.84447521644802,0.13995027542114258,9.059906005859375e-06,0.0038912296295166016,0.04162144660949707,0.0001,1.2025021276474,0.940031245470047,0.8672744269073009,1.33514404296875e-05,9.617753028869629,137.68824727564487,250.0,0.68,6.72,250.0,124.60865334637934,150.7678412049104,23.162675499722923,1376.8824727564488,1.0,72.11282294859075,55000
57500,1437,20.959519836512804,8.559226989746094e-05,9.059906005859375e-06,0.0031037330627441406,0.04244709014892578,0.0001,1.18048151743412,0.9430852833986282,0.8727025728225708,1.4066696166992188e-05,9.613136053085327,135.29579254419335,250.0,0.72,6.48,250.0,122.49615989043085,148.09542519795582,23.42703183445193,1352.957925441933,1.0,70.386156146661,57500
60000,1500,20.875149870622273,0.13731122016906738,9.059906005859375e-06,0.0043604373931884766,0.041687965393066406,0.0001,1.18272684442997,0.9461753575801849,0.872858603477478,1.4781951904296875e-05,9.50241994857788,127.68263129741449,250.0,0.72,6.2,250.0,120.04526482016264,135.31999777466635,26.27459124263812,1276.826312974145,1.0,69.16813658342024,60000
62500,1562,20.960824110672807,7.414817810058594e-05,9.059906005859375e-06,0.0031986236572265625,0.04195594787597656,0.0001,1.1790221852064133,0.954024174451828,0.8734773381948471,1.6450881958007812e-05,9.446869611740112,140.71747886385398,250.0,0.76,5.44,250.0,130.58597921234843,150.84897851535953,22.510928668097222,1407.17478863854,1.0,64.63835767044945,62500
65000,1625,20.884200443001752,0.14403533935546875,9.059906005859375e-06,0.004589557647705078,0.04166698455810547,0.0001,1.1628246449232102,0.9555001221895217,0.8774668918251991,1.3828277587890625e-05,9.571966409683228,141.39057505356962,250.0,0.72,5.88,250.0,126.3553445290258,156.4258055781134,21.61263486969969,1413.905750535696,1.0,67.65949532790229,65000
67500,1687,20.940873868728072,0.00011587142944335938,9.059906005859375e-06,0.0035889148712158203,0.0419461727142334,0.0001,1.1317678974270822,0.9642486554384232,0.8832274595499039,1.4066696166992188e-05,9.36443305015564,147.76791205405436,250.0,0.76,6.12,250.0,137.58878876690585,157.94703534120285,21.49684833120731,1477.6791205405432,1.0,60.680670128245936,67500
70000,1750,20.87524358533686,0.13570928573608398,9.059906005859375e-06,0.0044062137603759766,0.04166102409362793,0.0001,1.1769751461744309,0.9867899097204208,0.8779206939935684,1.3113021850585938e-05,9.668256998062134,120.29103585114781,250.0,0.64,4.6,250.0,120.63271489976172,119.94935680253391,28.664439948097392,1202.9103585114783,1.0,57.37352447441184,70000
72500,1812,20.99757610216093,7.414817810058594e-05,9.059906005859375e-06,0.003487110137939453,0.0418856143951416,0.0001,1.1207553176283835,1.0190802705287934,0.8863700815439224,1.9073486328125e-05,9.557025909423828,145.03487871629395,250.0,0.8,5.4,250.0,137.04497620258414,153.0247812300037,22.114472024928073,1450.3487871629393,1.0,53.52735703098682,72500
75000,1875,20.88487533539356,0.13978362083435059,9.059906005859375e-06,0.0038671493530273438,0.04168534278869629,0.0001,1.122390739440918,1.0415273548364639,0.8854196628332138,1.621246337890625e-05,9.773070335388184,142.08788062673904,250.0,0.72,6.16,250.0,135.52059905301823,148.65516220045993,22.975033274816948,1420.8788062673907,1.0,57.41488986130921,75000
77500,1937,20.91951617474121,8.940696716308594e-05,9.059906005859375e-06,0.0031213760375976562,0.04193472862243652,0.0001,1.0968963626623154,1.0510764748454093,0.8897648549675942,1.9788742065429688e-05,9.647015571594238,151.7163345653011,250.0,0.88,6.76,250.0,135.86830862674836,167.56436050385386,19.32717685504863,1517.163345653011,1.0,58.83985340215987,77500
80000,2000,20.827529292784916,0.13542771339416504,9.059906005859375e-06,0.004067659378051758,0.041608333587646484,0.0001,1.101940349638462,1.052754315137863,0.8906904777288437,1.1920928955078125e-05,9.591070175170898,128.7444138895998,250.0,0.68,6.36,250.0,122.96531045117712,134.52351732802248,26.201026633984988,1287.444138895998,1.0,63.23339997200978,80000
82500,2062,20.99301453765496,7.843971252441406e-05,9.059906005859375e-06,0.0033719539642333984,0.04236769676208496,0.0001,1.094329747378826,1.0574454872012138,0.8911048737764359,1.5020370483398438e-05,9.518401861190796,127.17937530442379,250.0,0.68,7.52,250.0,118.52941340454697,135.82933720430063,26.036002034845463,1271.793753044238,1.0,68.70675955225612,82500
85000,2125,20.830078559064315,0.13856244087219238,9.059906005859375e-06,0.004306316375732422,0.04166531562805176,0.0001,1.0862716879844665,1.0626862524747849,0.8920281721353531,1.2636184692382812e-05,9.563512086868286,107.38005501920199,250.0,0.44,3.16,250.0,107.6530736281444,107.1070364102595,31.717464093846196,1073.8005501920195,1.0,65.15193689735737,85000
87500,2187,20.972613092594386,7.557868957519531e-05,9.059906005859375e-06,0.003526926040649414,0.04191732406616211,0.0001,1.0702591540813446,1.0731382058858872,0.8935027314424515,1.1920928955078125e-05,9.620606422424316,134.58623717619173,250.0,0.72,9.16,250.0,129.66869611750957,139.5037782348739,25.091136279828415,1345.8623717619173,1.0,61.586722203885294,87500
90000,2250,20.871285027516798,0.14021778106689453,9.059906005859375e-06,0.0038123130798339844,0.041753530502319336,0.0001,1.0647352159023284,1.0878498077392578,0.8962431268692017,1.4066696166992188e-05,9.647840738296509,124.41931259892888,250.0,0.68,5.28,250.0,125.62162002158547,123.21700517627228,28.332246443407097,1244.1931259892888,1.0,56.57767113825984,90000
92500,2312,20.96199109808663,8.273124694824219e-05,9.059906005859375e-06,0.0031147003173828125,0.04197049140930176,0.0001,1.0644820341467858,1.086138778746128,0.8957610965967179,1.2874603271484375e-05,9.717623710632324,140.48835351689155,250.0,0.72,5.76,250.0,136.97169214393656,144.0050148898465,24.170068378127503,1404.8835351689156,1.0,60.008341815004776,92500
95000,2375,20.869696126507883,0.14472460746765137,9.059906005859375e-06,0.003966331481933594,0.04171109199523926,0.0001,1.069691779434681,1.0890105888843535,0.8966776492595673,1.4066696166992188e-05,9.482140302658081,122.60481359296391,250.0,0.68,6.72,250.0,113.68899395566014,131.5206332302676,26.233443055569406,1226.0481359296386,1.0,64.09027840149797,95000
97500,2437,20.974349859283013,8.344650268554688e-05,9.059906005859375e-06,0.0031189918518066406,0.04191994667053223,0.0001,1.0607938350141048,1.1081892689466477,0.8990654512643814,1.2874603271484375e-05,9.682913780212402,139.86903549906526,250.0,0.64,7.12,250.0,137.7329972104634,142.00507378766713,24.500623812927124,1398.6903549906526,1.0,59.56503922730736,97500
100000,2500,20.88397895469728,0.13563823699951172,9.059906005859375e-06,0.0038328170776367188,0.04171109199523926,0.0001,1.0830085417032242,1.1043169912099837,0.8966198279857636,1.4543533325195312e-05,9.764759063720703,142.09665254032112,250.0,0.76,7.08,250.0,135.4511017348454,148.74220334579687,23.115711581318532,1420.9665254032113,1.0,53.34915972538053,100000
102500,2562,20.956424039942828,0.0001919269561767578,9.059906005859375e-06,0.0035741329193115234,0.041884422302246094,0.0001,1.0435580089390277,1.1018099557757377,0.8998034672737122,1.621246337890625e-05,9.576098918914795,150.61644391713742,250.0,0.84,7.84,250.0,140.7370914111236,160.49579642315123,20.7651504720563,1506.164439171374,1.0,54.20838772133317,102500
105000,2625,20.859186812665882,0.14292216300964355,9.059906005859375e-06,0.004343271255493164,0.041614532470703125,0.0001,1.052542852163315,1.1175067602396012,0.9000459314584732,1.239776611328125e-05,9.632442474365234,138.72159132087145,250.0,0.68,7.4,250.0,137.00717193478036,140.43601070696252,24.839736593250038,1387.2159132087147,1.0,59.32761849623055,105000
107500,2687,20.937962936181812,0.00010347366333007812,9.059906005859375e-06,0.003529787063598633,0.041956424713134766,0.0001,1.057180617749691,1.11905463463068,0.8999760038852692,1.3828277587890625e-05,9.490214347839355,140.46256647656378,250.0,0.76,6.28,250.0,130.81342281065932,150.11171014246827,22.468826455860945,1404.625664765638,1.0,60.16981575964408,107500
110000,2750,20.87122562111256,0.13771986961364746,9.059906005859375e-06,0.0038368701934814453,0.041765451431274414,0.0001,1.0414213345050811,1.114568829536438,0.9003945100307464,1.2874603271484375e-05,9.70350432395935,149.66122286059868,250.0,0.84,7.4,250.0,137.18949987494116,162.13294584625623,20.415860449500098,1496.612228605987,1.0,53.96663003196717,110000
112500,2812,20.92707779270397,9.179115295410156e-05,9.059906005859375e-06,0.003200531005859375,0.042170047760009766,0.0001,1.0636893934607505,1.110765989780426,0.8969992544651032,1.5020370483398438e-05,9.561950206756592,137.59996924865783,250.0,0.68,5.92,250.0,126.12850606796077,149.07143242935481,22.975397278812622,1375.9996924865782,1.0,67.98442483337405,112500
115000,2875,20.889221064633976,0.14147162437438965,9.059906005859375e-06,0.004455089569091797,0.04207348823547363,0.0001,1.039083595752716,1.123281700193882,0.9016757967472077,1.5020370483398438e-05,9.430887460708618,146.74440638304728,250.0,0.84,6.64,250.0,133.53405168144013,159.95476108465445,20.744516773793475,1467.444063830473,1.0,59.904998092009464,115000
117500,2937,20.92921849146161,7.82012939453125e-05,9.059906005859375e-06,0.0031528472900390625,0.041908979415893555,0.0001,1.071899285942316,1.1028950797915458,0.8969401069879532,1.3589859008789062e-05,9.408127546310425,147.85822055674507,250.0,0.88,6.84,250.0,137.3545332980242,158.36190781546594,20.99740173221569,1478.5822055674507,1.0,50.17661291089293,117500
120000,3000,20.79130821733006,0.13993453979492188,9.059906005859375e-06,0.003945112228393555,0.04199862480163574,0.0001,1.031488031923771,1.138666459918022,0.9040136845111847,1.2636184692382812e-05,9.748022079467773,144.4058633097529,250.0,0.72,7.0,250.0,138.10723680429936,150.70448981520644,23.09119803475879,1444.0586330975289,1.0,61.07502853839774,120000
