time/step,time/epoch,time/steps_per_second,time/dataset,time/env_step,time/processor,time/train_step,lr/actor,train/cpl_loss,train/bc_loss,train/accuracy,time/validation,time/eval,eval/reward,eval/length,eval/success,eval/near_object,eval/grasp_success,eval/grasp_reward,eval/in_place_reward,eval/obj_to_target,eval/unscaled_reward,eval/discount,eval/reward_std,step
87500,2187,20.68880560935565,0.0002276897430419922,1.1682510375976562e-05,0.003961324691772461,0.04713129997253418,0.0001,0.3363385606110096,0.6616955696344375,0.8566597224473953,1.7642974853515625e-05,10.503272294998169,163.9971558424842,250.0,0.92,8.16,250.0,148.71760239992076,179.2767092850477,16.80087179216402,1639.9715584248424,1.0,46.41094234275157,87500
90000,2250,21.00472805496033,0.0897672176361084,1.1682510375976562e-05,0.006036043167114258,0.046694278717041016,0.0001,0.33888061943650244,0.6607145006060601,0.8552073411941529,1.5735626220703125e-05,10.644986391067505,162.35092055147484,250.0,0.88,6.44,250.0,148.43866538022448,176.2631757227252,17.82109801552925,1623.5092055147484,1.0,47.82765111261868,90000
92500,2312,20.905673817291156,8.463859558105469e-05,1.1682510375976562e-05,0.003053903579711914,0.04204511642456055,0.0001,0.33487816417217253,0.660281643629074,0.8575952378511429,1.621246337890625e-05,10.452477216720581,162.82197073412576,250.0,0.84,9.24,250.0,155.60735128820536,170.03659018004612,19.110880172395515,1628.2197073412574,1.0,45.92248567638246,92500
95000,2375,21.083346703415316,0.07879137992858887,1.1682510375976562e-05,0.004642009735107422,0.04276156425476074,0.0001,0.33583942663669586,0.6623422377705575,0.8569295629858971,1.811981201171875e-05,10.778292417526245,151.0671626636675,250.0,0.8,6.52,250.0,140.74311538100642,161.3912099463286,20.83588067420192,1510.671626636675,1.0,55.323442466361975,95000
97500,2437,21.1324874246629,0.00015974044799804688,1.1682510375976562e-05,0.0037109851837158203,0.04581809043884277,0.0001,0.33417164446413516,0.6611087130308151,0.8580406754016876,1.5020370483398438e-05,10.020161628723145,154.41152491273894,250.0,0.88,6.6,250.0,141.25714789548948,167.5659019299884,19.486923317876535,1544.1152491273895,1.0,49.58296601616325,97500
100000,2500,20.70101527912432,0.07967948913574219,1.1682510375976562e-05,0.004039764404296875,0.0440373420715332,0.0001,0.3349284810572863,0.6616911482810974,0.858640873670578,1.4543533325195312e-05,10.171844720840454,152.49247523267096,250.0,0.92,7.56,250.0,140.0608320248076,164.92411844053433,19.534581935739322,1524.92475232671,1.0,44.05565183609276,100000
102500,2562,21.490185409967715,9.441375732421875e-05,1.1682510375976562e-05,0.0034384727478027344,0.04278969764709473,0.0001,0.33388435742259026,0.6613249084949493,0.859666667342186,1.5020370483398438e-05,10.296677589416504,174.2373731543579,250.0,0.92,10.76,250.0,161.52692441461176,186.947821894104,15.62667758887833,1742.3737315435785,1.0,38.453121370016596,102500
105000,2625,21.410608983132164,0.08883857727050781,1.1682510375976562e-05,0.0038022994995117188,0.04174041748046875,0.0001,0.3314427421540022,0.657247353553772,0.8610009918212891,1.4543533325195312e-05,9.623466491699219,142.52663927242767,250.0,0.88,5.16,250.0,128.894633682273,156.15864486258238,21.195940178275418,1425.2663927242768,1.0,55.560076043135204,105000
107500,2687,21.242267784929048,0.0001239776611328125,1.1682510375976562e-05,0.003705739974975586,0.04189729690551758,0.0001,0.33061345615983007,0.6593501207232475,0.8621795629262924,1.6450881958007812e-05,10.05183219909668,163.58907456002905,250.0,0.84,10.28,250.0,156.5619427943076,170.61620632575045,18.702379568999575,1635.8907456002903,1.0,46.38709150142216,107500
110000,2750,20.853060436638795,0.07845401763916016,1.1682510375976562e-05,0.0047872066497802734,0.043389320373535156,0.0001,0.3337461309731007,0.6591605594158173,0.8597996028661727,1.4781951904296875e-05,9.907623052597046,138.80194751870562,250.0,0.68,6.48,250.0,131.32014266682307,146.28375237058816,23.603423595276173,1388.0194751870563,1.0,63.01427218326951,110000
112500,2812,20.171078553077297,0.00022864341735839844,1.1682510375976562e-05,0.0035333633422851562,0.04376983642578125,0.0001,0.32939638432860374,0.6575075407028198,0.8621150799989701,1.5497207641601562e-05,10.378286361694336,166.36322630575305,250.0,0.96,8.4,250.0,151.27607343579407,181.45037917571193,16.22091426837249,1663.6322630575303,1.0,35.76967747875539,112500
115000,2875,21.05738231869979,0.07612133026123047,1.1682510375976562e-05,0.004452705383300781,0.04214334487915039,0.0001,0.33080039712786674,0.6569963616728782,0.8620238091945648,1.4781951904296875e-05,10.172873497009277,147.46069122514518,250.0,0.8,10.48,250.0,143.4334796193242,151.48790283096622,22.884390094011266,1474.6069122514518,1.0,56.16846093699664,115000
117500,2937,20.905278072529917,0.0001900196075439453,1.1682510375976562e-05,0.003665924072265625,0.044713735580444336,0.0001,0.3299464836716652,0.657449667930603,0.8632976177930832,1.5974044799804688e-05,10.055127143859863,162.5189382854802,250.0,0.88,10.12,250.0,151.280073400628,173.75780317033238,18.377810694383587,1625.1893828548016,1.0,50.56930926175065,117500
120000,3000,21.225879048019195,0.07913017272949219,1.1682510375976562e-05,0.004546642303466797,0.04169654846191406,0.0001,0.3272617806494236,0.6557157291769982,0.8642609115839005,1.6689300537109375e-05,10.234012603759766,146.1522967716517,250.0,0.72,8.48,250.0,139.7574919743139,152.54710156898946,22.422720742252345,1461.5229677165166,1.0,56.02943178083785,120000
